BranchCode,SiteCode,FleetCode,CustomerCode,ModelCode,AssetName,SerialNumber,RegistrationCounter,ComponentCode,ModifierCode,TaskTypeCode,TaskCounterCode,StrategyTaskDescription,FrequencyValue,LifeToDateValue,PrimaryPartNumberCode,ActualPartNumberCode,SourceOfSupplyCode,StrategyUOMCode,StrategyUsageValue,LastStrategyUsageValue,StrategyDate,LastStrategyDate,SalesStatusCode,SalesLostReasonCode,SalesStatusCommentsNote,PurchaseOrderNumber
,,,,,,,217040,,,,,Axle Shaft Position 1,6000.0,9745.0,,,,H,,55262.0,,,,,,
,,,,,,,217040,,,,,Main Airhoses/Relay,6000.0,65007.0,,,,H,,0.0,,,,,,
,,,,,,,217040,,,,,Stering and brake tank,6000.0,1947.0,,,,H,,63060.0,,,,,,
,,,,,,,217040,,,,,Electrical Harness Low Voltage,6000.0,1947.0,,,,H,,63060.0,,,,,,
,,,,,,,217040,,,,,Torque Converter,6000.0,5751.0,,,,H,,59256.0,,,,,,
,,,,,,,217040,,,,,Transmission Charge Pump,6000.0,5751.0,,,,H,,59256.0,,,,,,
,,,,,,,217040,,,,,Transmission Oil Cooler,6000.0,1947.0,,,,H,,63060.0,,,,,,
,,,,,,,217040,,,,,Transmission System Hoses,6000.0,5714.0,,,,H,,59293.0,,,,,,
,,,,,,,217040,,,,,"""Trans System Hoses, Lines and Fittings""",6000.0,65007.0,,,,H,,0.0,,,,,,
,,,,,,,217040,,,,,Transmission,6000.0,9745.0,,,,H,,55262.0,,,,,,
,,,,,,,217040,,,,,Pump Drive Gearbox Rear,6000.0,1947.0,,,,H,,63060.0,,,,,,
,,,,,,,217040,,,,,Pump Drive Gearbox Front,6000.0,9745.0,,,,H,,55262.0,,,,,,
,,,,,,,217040,,,,,Pump Drive Gearboxes,6000.0,65007.0,,,,H,,0.0,,,,,,
,,,,,,,217040,,,,,D-Shaft Upper Centre Bearing,6000.0,1947.0,,,,H,,63060.0,,,,,,
,,,,,,,217040,,,,,D-Shaft Torsional Coupling,6000.0,1947.0,,,,H,,63060.0,,,,,,
,,,,,,,217040,,,,,D-Shaft Front Pump Drive To Cntr Bearing,6000.0,11195.0,,,,H,,53812.0,,,,,,
,,,,,,,217040,,,,,D-Shaft Rear Pump Drive To Cntr Bearing,6000.0,11195.0,,,,H,,53812.0,,,,,,
,,,,,,,217040,,,,,D-Shaft Cntr Bearing to Front Diff,6000.0,11195.0,,,,H,,53812.0,,,,,,
,,,,,,,217040,,,,,D-Shaft Transmission to Cntr Bearing,6000.0,9745.0,,,,H,,55262.0,,,,,,
,,,,,,,217040,,,,,D-Shaft Transmission to Rear Diff,6000.0,9745.0,,,,H,,55262.0,,,,,,
